Double One,May,2006,2006-05-20,2ONE_06,London,UK,EU,1th edition,BET,WTA,DEP,2017-08-30,Tournois/2ONE_06_res.html
Double One,May,2007,2007-05-12,2ONE_07,London,UK,EU,2th edition,MHD,PRS,JSR,2017-08-30,Tournois/2ONE_07_res.html
Double One,June,2008,2008-06-21,2ONE_08,London,UK,EU,3th edition,MHD,JKN,PDI,2017-08-30,Tournois/2ONE_08_res.html
Double One,June,2010,2010-06-26,2ONE_10,London,UK,EU,4th edition,,,,2017-08-30,Tournois/2ONE_10_res.html
Double One,June,2011,2011-06-24,2ONE_11,London,UK,EU,5th edition,,,,2017-08-30,Tournois/2ONE_11_res.html
Double One,June,2012,2012-06-23,2ONE_12,London,UK,EU,6th edition,,,,2017-08-30,Tournois/2ONE_12_res.html
Double One,June,2013,2013-06-28,2ONE_13,London,UK,EU,7th edition,PRS,RYD,JPG,2017-08-30,Tournois/2ONE_13_res.html
Double One,June,2014,2014-06-27,2ONE_14,London,UK,EU,8th edition,,,,2017-08-30,Tournois/2ONE_14_res.html
Double One,June,2015,2015-06-25,2ONE_15,London,UK,EU,9th edition,,,,2017-08-30,Tournois/2ONE_15_res.html
Double One,June,2016,2016-06-23,2ONE_16,London,UK,EU,10th edition,,,,2017-08-30,Tournois/2ONE_16_res.html
Alpen Festung,April,2011,2011-04-09,ALPEN_11,Amden,Switzerland,EU,0th edition,SAH,,,2017-08-30,Tournois/ALPEN_11_res.html
Alpen Festung,April-August,2012,2012-04-25,ALPEN_12,Amden,Switzerland,EU,0th edition,,,,2017-08-30,Tournois/ALPEN_12_res.html
Alpen Festung,April-August,2013,2013-04-20,ALPEN_13,Amden,Switzerland,EU,0th edition,,,,2017-08-30,Tournois/ALPEN_13_res.html
Alpen Festung,April-August,2014,2014-04-01,ALPEN_14,Amden,Switzerland,EU,0th edition,,,,2017-08-30,Tournois/ALPEN_14_res.html
Alpen Festung,August,2015,2015-08-14,ALPEN_15,Amden,Switzerland,EU,0th edition,,,,2017-08-30,Tournois/ALPEN_15_res.html
Alpen Festung,July,2016,2016-07-08,ALPEN_16,Amden,Switzerland,EU,0th edition,HLE,,,2017-08-30,Tournois/ALPEN_16_res.html
A bridge too far,October,2003,2003-09-12,ARNH_03,Arnhem,Neetherlands,EU,2th edition,VYX,,,2017-08-30,Tournois/ARNH_03_res.html
A bridge too far,October,2004,2004-09-17,ARNH_04,Arnhem,Neetherlands,EU,3th edition,FKM,DRA,RGC,2017-08-30,Tournois/ARNH_04_res.html
A bridge too far,September,2005,2005-09-15,ARNH_05,Arnhem,Neetherlands,EU,4th edition,BNF,RMM,TLJ,2017-08-30,Tournois/ARNH_05_res.html
A bridge too far,September,2006,2006-09-21,ARNH_06,Arnhem,Neetherlands,EU,5th edition,FKM,RMM,RSJ,2017-08-30,Tournois/ARNH_06_res.html
A bridge too far,September,2007,2007-09-22,ARNH_07,Arnhem,Neetherlands,EU,6th edition,PGT,SSB,MMK,2017-08-30,Tournois/ARNH_07_res.html
A bridge too far,September,2008,2008-09-18,ARNH_08,Arnhem,Neetherlands,EU,7th edition,MMK,SSB,MAR,2017-08-30,Tournois/ARNH_08_res.html
A bridge too far,September,2009,2009-09-24,ARNH_09,Arnhem,Neetherlands,EU,8th edition,PGT,HHM,SUP,2017-08-30,Tournois/ARNH_09_res.html
A bridge too far,September,2010,2010-09-26,ARNH_10,Arnhem,Neetherlands,EU,9th edition,,,,2017-08-30,Tournois/ARNH_10_res.html
A bridge too far,September,2011,2011-09-24,ARNH_11,Arnhem,Neetherlands,EU,10th edition,SFP,SSB,MIC,2017-08-30,Tournois/ARNH_11_res.html
A bridge too far,September,2012,2012-09-23,ARNH_12,Arnhem,Neetherlands,EU,11th edition,SSB,SFP,DRA,2017-08-30,Tournois/ARNH_12_res.html
Pacifi ASL,July,2016,2016-07-29,ASIA_16,Manila,Philippines,other,0th edition,,,,2017-08-30,Tournois/ASIA_16_res.html
Pacifi ASL,July,2017,2017-07-28,ASIA_17,Angkhor,Cambodia,other,0th edition,,,,2017-08-30,Tournois/ASIA_17_res.html
ASL Oktoberfest,October,2001,2001-10-01,ASLOK_01,"Cleveland,OHIO",USA,US/Ca,16th edition,PAS,TRA,DES,2017-08-30,Tournois/ASLOK_01_res.html
ASL Oktoberfest,October,2002,2002-10-06,ASLOK_02,"Cleveland,OHIO",USA,US/Ca,17th edition,CSC,PAS,BSB,2017-08-30,Tournois/ASLOK_02_res.html
ASL Oktoberfest,October,2003,2003-10-04,ASLOK_03,"Cleveland,OHIO",USA,US/Ca,18th edition,CNN,TGL,PAS,2017-08-30,Tournois/ASLOK_03_res.html
ASL Oktoberfest,October,2004,2004-10-02,ASLOK_04,"Cleveland,OHIO",USA,US/Ca,19th edition,PAS,VNW,SLC,2017-08-30,Tournois/ASLOK_04_res.html
ASL Oktoberfest,October,2005,2005-09-30,ASLOK_05,"Cleveland,OHIO",USA,US/Ca,20th edition,TYJ,HHM,LYD,2017-08-30,Tournois/ASLOK_05_res.html
ASL Oktoberfest,October,2006,2006-09-30,ASLOK_06,"Cleveland,OHIO",USA,US/Ca,21th edition,BSB,PAS,VNW,2017-08-30,Tournois/ASLOK_06_res.html
ASL Oktoberfest,October,2007,2007-09-27,ASLOK_07,"Cleveland,OHIO",USA,US/Ca,22th edition,PAS,MDO,TYJ,2017-08-30,Tournois/ASLOK_07_res.html
ASL Oktoberfest,October,2008,2008-10-04,ASLOK_08,"Cleveland,OHIO",USA,US/Ca,23th edition,PAS,COW,SN3,2017-08-30,Tournois/ASLOK_08_res.html
ASL Oktoberfest,October,2009,2009-10-02,ASLOK_09,"Cleveland,OHIO",USA,US/Ca,24th edition,PAS,,,2017-08-30,Tournois/ASLOK_09_res.html
ASL Oktoberfest,October,2010,2010-10-01,ASLOK_10,"Cleveland,OHIO",USA,US/Ca,25th edition,BSB,PAS,,2017-08-30,Tournois/ASLOK_10_res.html
ASL Oktoberfest,October,2011,2011-10-01,ASLOK_11,"Cleveland,OHIO",USA,US/Ca,26th edition,FYG,,,2017-08-30,Tournois/ASLOK_11_res.html
ASL Oktoberfest,October,2015,2015-10-07,ASLOK_15,"Cleveland,OHIO",USA,US/Ca,30th edition,PAS,,,2017-08-30,Tournois/ASLOK_15_res.html
Scandinavian Open,February,2015,2015-02-20,ASO_15,Copenhague,Denmark,EU,18th edition,PGT,SUP,FKM,2017-08-30,Tournois/ASO_15_res.html
Scandinavian Open,February,2016,2016-02-26,ASO_16,Copenhague,Denmark,EU,19th edition,FKM,TEG,RMM,2017-08-30,Tournois/ASO_16_res.html
Scandinavian Open,February,2017,2017-02-24,ASO_17,Copenhague,Denmark,EU,20th edition,,,,2017-08-30,Tournois/ASO_17_res.html
Spreading Blaze,August,2016,2016-08-07,ATLAN_16,"Duluth, NE",USA,hidden,0th edition,,,,2017-08-30,Tournois/ATLAN_16_res.html
Bitter End,April,2012,2012-04-12,B-END_12,NC,USA,US/Ca,0th edition,FYG,SN3,SND,2017-08-30,Tournois/B-END_12_res.html
Bitter End,April,2013,2013-04-04,B-END_13,NC,USA,US/Ca,0th edition,TEG,SLW,SN3,2017-08-30,Tournois/B-END_13_res.html
Bitter End,May-June,2014,2014-05-30,B-END_14,NC,USA,US/Ca,0th edition,SUP,FYG,HAM,2017-08-30,Tournois/B-END_14_res.html
Bitter End,May,2015,2015-05-01,B-END_15,NC,USA,US/Ca,0th edition,,,,2017-08-30,Tournois/B-END_15_res.html
Bitter End,April-May,2016,2016-04-29,B-END_16,NC,USA,US/Ca,0th edition,,,,2017-08-30,Tournois/B-END_16_res.html
Bitter End,April,2017,2017-04-28,B-END_17,NC,USA,US/Ca,0th edition,,,,2017-08-30,Tournois/B-END_17_res.html
ASL Fanatic,October,2003,2003-10-16,BARC_03,Barcelona,Spain,EU,5th edition,BNF,BIM,RSD,2017-08-30,Tournois/BARC_03_res.html
ASL Fanatic,November-December,2004,2004-11-13,BARC_04,Barcelona,Spain,EU,6th edition,,,,2017-08-30,Tournois/BARC_04_res.html
ASL Fanatic,November,2006,2006-11-25,BARC_06,Barcelona,Spain,EU,8th edition,,,,2017-08-30,Tournois/BARC_06_res.html
ASL Fanatic,November,2007,2007-11-24,BARC_07,Barcelona,Spain,EU,9th edition,SZL,MOI,GNA,2017-08-30,Tournois/BARC_07_res.html
ASL Fanatic,November,2008,2008-11-15,BARC_08,Barcelona,Spain,EU,10th edition,,,,2017-08-30,Tournois/BARC_08_res.html
ASL Fanatic,November,2009,2009-11-24,BARC_09,Barcelona,Spain,EU,11th edition,,,,2017-08-30,Tournois/BARC_09_res.html
ASL Fanatic,November,2010,2010-11-13,BARC_10,Barcelona,Spain,EU,12th edition,,,,2017-08-30,Tournois/BARC_10_res.html
ASL Fanatic,November,2011,2011-11-05,BARC_11,Cocheras de Sants (B,Spain,EU,13th edition,LZ3,,,2017-08-30,Tournois/BARC_11_res.html
ASL Fanatic,November,2012,2012-11-24,BARC_12,Cocheras de Sants(Ba,Spain,EU,14th edition,C8M,,,2017-08-30,Tournois/BARC_12_res.html
ASL Fanatic,November,2013,2013-11-23,BARC_13,Cocheras de Sants(Ba,Spain,EU,15th edition,C8M,FNJ,LZS,2017-08-30,Tournois/BARC_13_res.html
ASL Fanatic,October,2014,2014-10-04,BARC_14,Cocheras de Sants(Ba,Spain,EU,16th edition,,,,2017-08-30,Tournois/BARC_14_res.html
ASL Fanatic,October,2015,2015-10-24,BARC_15,Cocheras de Sants(Ba,Spain,EU,17th edition,ROF,,FNJ,2017-08-30,Tournois/BARC_15_res.html
ASL Fanatic,October,2016,2016-10-22,BARC_16,Cocheras de Sants(Ba,Spain,EU,18th edition,,,,2017-08-30,Tournois/BARC_16_res.html
Canberra Con,January-February,2015,2015-01-30,CANCO_15,Canberra,Australia,other,0th edition,,,,2017-08-30,Tournois/CANCO_15_res.html
Canberra Con,January,2016,2016-01-23,CANCO_16,Canberra,Australia,other,0th edition,,,,2017-08-30,Tournois/CANCO_16_res.html
Canberra Con,January,2017,2017-01-27,CANCO_17,Canberra,Australia,other,0th edition,,,,2017-08-30,Tournois/CANCO_17_res.html
Canadian ASL Open,September,2007,2007-09-28,CASLO_07,"Winnipeg, Manitoba",Canada,US/Ca,11th edition,BDW,KSD,RS2,2017-08-30,Tournois/CASLO_07_res.html
Canadian ASL Open,September,2008,2008-09-19,CASLO_08,"Winnipeg, Manitoba",Canada,US/Ca,12th edition,WNR,MDO,EEA,2017-08-30,Tournois/CASLO_08_res.html
Canadian ASL Open,September,2009,2009-09-18,CASLO_09,"Winnipeg, Manitoba",Canada,US/Ca,13th edition,,RS2,BDW,2017-08-30,Tournois/CASLO_09_res.html
Canadian ASL Open,September,2010,2010-09-17,CASLO_10,"Ottawa, Ontario",Canada,US/Ca,14th edition,TAG,YGK,EEA,2017-08-30,Tournois/CASLO_10_res.html
Canadian ASL Open,September,2011,2011-09-16,CASLO_11,"Ottawa, Ontario",Canada,US/Ca,15th edition,EEA,YGK,ES2,2017-08-30,Tournois/CASLO_11_res.html
Canadian ASL Open,May,2012,2012-05-18,CASLO_12,"Winnipeg, Manitoba",Canada,US/Ca,16th edition,KSD,141,LTR,2017-08-30,Tournois/CASLO_12_res.html
Canadian ASL Open,May,2013,2013-05-17,CASLO_13,"Winnipeg, Manitoba",Canada,US/Ca,17th edition,WN3,WAB,CDP,2017-08-30,Tournois/CASLO_13_res.html
Canadian ASL Open,May,2014,2014-05-16,CASLO_14,"Calgary, Alberta",Canada,US/Ca,17th edition,RS2,WER,CDP,2017-08-30,Tournois/CASLO_14_res.html
Canadian ASL Open,May,2015,2015-05-15,CASLO_15,"Winnipeg, Manitoba",Canada,US/Ca,19th edition,EEA,MSM,KSD,2017-08-30,Tournois/CASLO_15_res.html
Canadian ASL Open,May,2016,2016-05-20,CASLO_16,"Montreal, QuÃ¯Â¿Â½ÃƒÂƒÃ¯Â¿Â½",Canada,US/Ca,20th edition,WAB,SUP,BXP,2017-08-30,Tournois/CASLO_16_res.html
Canadian ASL Open,May,2017,2017-05-19,CASLO_17,"Montreal, Quebec",Canada,US/Ca,21th edition,,,,2017-08-30,Tournois/CASLO_17_res.html
Torneo Espanol VASL,May-December,2011,2011-05-06,CONSC_11,Internet,Web,VASL,1th edition,PES,,,2017-08-30,Tournois/CONSC_11_res.html
Torneo Espanol VASL,July-December,2012,2012-07-01,CONSC_12,Internet,Web,VASL,2th edition,NOB,,,2017-08-30,Tournois/CONSC_12_res.html
Torneo Espanol VASL,February-December,2013,2013-04-30,CONSC_13,Internet,Web,VASL,3th edition,NOB,LZS,PA1,2017-08-30,Tournois/CONSC_13_res.html
Torneo Espanol VASL,April-December,2014,2014-04-15,CONSC_14,Internet,Web,VASL,4th edition,GAC,,,2017-08-30,Tournois/CONSC_14_res.html
Cyber VASL S2,April-December,2014,2014-06-02,CYBER_14,Internet,Web,VASL,1th edition,C2L,,,2017-08-30,Tournois/CYBER_14_res.html
Cyber VASL,January-December,2015,2015-01-01,CYBER_15,Internet,Web,VASL,2th edition,C2L,TEL,,2017-08-30,Tournois/CYBER_15_res.html
Cyber VASL,June/2015:August/2016,2016,,CYBER_II,Internet,Web,VASL,3th edition,C2L,WAB,,2017-08-30,Tournois/CYBER_II_res.html
Cyber VASL,June/2015:August/2016,2016,2015-06-20,CYBER_III,Internet,Web,VASL,3th edition,C2L,WAB,,2017-08-30,Tournois/CYBERIII_res.html
Cyber VASL,January/2016:March/2017,2017,2016-01-01,CYBER_IV,Internet,Web,VASL,4th edition,WAB,C2L,,2017-08-30,Tournois/CYBER_IV_res.html
Cyber VASL,July/2016:April/2017,2017,2016-07-01,CYBER_V,Internet,Web,VASL,5th edition,PAP,G1D,,2017-08-30,Tournois/CYBER_V_res.html
Death Wish,January-November,2015,2015-01-25,DWISH_15,Internet,Web,VASL,1th edition,CNN,,,2017-08-30,Tournois/DWISH_15_res.html
Death Wish,November,2016,2016-11-30,DWISH_16,Internet,Web,VASL,2th edition,,,,2017-08-30,Tournois/DWISH_16_res.html
EDA Tournament,June,2002,2002-06-01,EDA_02,Uppsala,Sweden,EU,0th edition,,,,2017-08-30,Tournois/EDA_02_res.html
Enfilade!,May,2010,2010-05-28,ENFIL_10,"Seattle, WA",USA,US/Ca,0th edition,,,,2017-08-30,Tournois/ENFIL_10_res.html
Enfilade!,May,2011,2011-05-27,ENFIL_11,"Seattle, WA",USA,US/Ca,0th edition,JSI,B3S,,2017-08-30,Tournois/ENFIL_11_res.html
Enfilade!,May,2012,2012-05-25,ENFIL_12,"Seattle, WA",USA,US/Ca,0th edition,SRL,,,2017-08-30,Tournois/ENFIL_12_res.html
Friendly Fire,August,2014,2014-08-29,FFIRE_14,LinkÃ¶ping,Sweden,EU,11th edition,FKM,,,2017-08-30,Tournois/FFIRE_14_res.html
Tournoi du forum franÃ§ais,September/2006:July/2007,2007,2006-09-30,FORUM_06,Internet,Web,VASL,1th edition,VYX,,,2017-08-30,Tournois/FORUM_06_res.html
Tournoi du forum franÃ§ais,October/2007:April/2008,2008,2007-10-31,FORUM_08,Internet,Web,VASL,2th edition,BCJ,BNF,SS8,2017-08-30,Tournois/FORUM_08_res.html
Tournoi du forum franÃ§ais,October/2008:June/2009,2009,2008-10-31,FORUM_09,Internet,Web,VASL,3th edition,SS8,BCJ,,2017-08-30,Tournois/FORUM_09_res.html
Tournoi du forum franÃ§ais,October/2009:June/2010,2010,2009-10-31,FORUM_10,Internet,Web,VASL,4th edition,FEG,B3P,LNL,2017-08-30,Tournois/FORUM_10_res.html
Tournoi du forum franÃ§ais,February-December,2011,2011-02-28,FORUM_11,Internet,Web,VASL,5th edition,C2L,,,2017-08-30,Tournois/FORUM_11_res.html
Tournoi du forum franÃ§ais,February-December,2012,2012-02-29,FORUM_12,Internet,Web,VASL,5th edition,VYX,,,2017-08-30,Tournois/FORUM_12_res.html
Tournoi du forum franÃ§ais,November/2012:November/2013,2013,2012-11-30,FORUM_13,Internet,Web,VASL,6th edition,RRP,NOB,C2L,2017-08-30,Tournois/FORUM_13_res.html
Tournoi du forum franÃ§ais,November/2013:September/2014,2014,2013-12-01,FORUM_14,Internet,Web,VASL,7th edition,LNL,C2L,PTA,2017-08-30,Tournois/FORUM_14_res.html
Gatteo Mare,April,2008,2008-04-25,GATT_08,Gatteo Mare,Italy,EU,1th edition,IAS,PIC,MAG,2017-08-30,Tournois/GATT_08_res.html
Gatteo Mare,May,2009,2009-05-01,GATT_09,Gatteo Mare,Italy,EU,2th edition,BYA,IAS,PIN,2017-08-30,Tournois/GATT_09_res.html
Ginger Drinkers' Revenge,September,2014,2014-09-14,GINGR_14,Hong-Kong,China,hidden,1th edition,,,,2017-08-30,Tournois/GINGR_14_res.html
Grenadier,November,2001,2001-11-02,GREN_01,Hergarten,Germany,EU,3th edition,HLS,,,2017-08-30,Tournois/GREN_01_res.html
Grenadier,November,2002,2002-11-08,GREN_02,Hergarten,Germany,EU,4th edition,PGT,,,2017-08-30,Tournois/GREN_02_res.html
Grenadier,November,2003,2003-11-07,GREN_03,Hergarten,Germany,EU,5th edition,,,,2017-08-30,Tournois/GREN_03_res.html
Grenadier,November,2004,2004-11-05,GREN_04,Oberbettingen,Germany,EU,6th edition,MISSING-8,,,2017-08-30,Tournois/GREN_04_res.html
Grenadier,November,2005,2005-11-04,GREN_05,Oberbettingen,Germany,EU,7th edition,MIC,,,2017-08-30,Tournois/GREN_05_res.html
Grenadier,November,2006,2006-11-03,GREN_06,Oberbettingen,Germany,EU,8th edition,RRP,,,2017-08-30,Tournois/GREN_06_res.html
Grenadier,November,2007,2007-11-02,GREN_07,Oberbettingen,Germany,EU,9th edition,BXP,,,2017-08-30,Tournois/GREN_07_res.html
Grenadier,November,2008,2008-11-07,GREN_08,Hergarten,Germany,EU,10th edition,SFP,BNF,GNR,2017-08-30,Tournois/GREN_08_res.html
Grenadier,November,2009,2009-11-06,GREN_09,Hergarten,Germany,EU,11th edition,TEG,WNR,HEC,2017-08-30,Tournois/GREN_09_res.html
Grenadier,November,2010,2010-11-05,GREN_10,Hergarten,Germany,EU,12th edition,NOB,MNG,SFP,2017-08-30,Tournois/GREN_10_res.html
Grenadier,November,2011,2011-11-11,GREN_11,Hergarten,Germany,EU,13th edition,PEC,BXP,KIT,2017-08-30,Tournois/GREN_11_res.html
Grenadier,November,2012,2012-11-02,GREN_12,Hergarten,Germany,EU,14th edition,HLS,KTA,MISSING-8,2017-08-30,Tournois/GREN_12_res.html
Grenadier,November,2013,2013-11-08,GREN_13,Hergarten,Germany,EU,15th edition,TEG,DHR,BNF,2017-08-30,Tournois/GREN_13_res.html
Grenadier,November,2014,2014-11-14,GREN_14,Hergarten,Germany,EU,16th edition,TID,HLS,,2017-08-30,Tournois/GREN_14_res.html
Grenadier,November,2015,2015-11-13,GREN_15,Hergarten,Germany,EU,17th edition,TEG,,,2017-08-30,Tournois/GREN_15_res.html
Grenadier,November,2016,2016-11-04,GREN_16,Hergarten,Germany,EU,18th edition,,,,2017-08-30,Tournois/GREN_16_res.html
Hero Tournament,March,2005,2005-03-25,HERO_05,Blackpool,UK,EU,2th edition,PGT,,,2017-08-30,Tournois/HERO_05_res.html
Hero Tournament,March,2006,2006-03-09,HERO_06,Blackpool,UK,EU,3th edition,PGT,,,2017-08-30,Tournois/HERO_06_res.html
Hero Tournament,April,2007,2007-03-23,HERO_07,Blackpool,UK,EU,4th edition,TRD,,,2017-08-30,Tournois/HERO_07_res.html
Hero Tournament,March,2008,2008-03-07,HERO_08,Blackpool,UK,EU,5th edition,BET,,,2017-08-30,Tournois/HERO_08_res.html
Hero Tournament,March,2009,2009-03-12,HERO_09,Blackpool,UK,EU,6th edition,MHD,,,2017-08-30,Tournois/HERO_09_res.html
Hero Tournament,March,2010,2010-03-12,HERO_10,Blackpool,UK,EU,7th edition,DRP,,,2017-08-30,Tournois/HERO_10_res.html
Hero Tournament,March,2011,2011-03-11,HERO_11,Blackpool,UK,EU,8th edition,TEG,,,2017-08-30,Tournois/HERO_11_res.html
Hero Tournament,March,2012,2012-03-09,HERO_12,Blackpool,UK,EU,9th edition,BNC,BER,,2017-08-30,Tournois/HERO_12_res.html
Hero Tournament,March,2013,2013-03-06,HERO_13,Blackpool,UK,EU,10th edition,,,,2017-08-30,Tournois/HERO_13_res.html
Hero Tournament,March,2014,2014-03-05,HERO_14,Blackpool,UK,EU,11th edition,,,,2017-08-30,Tournois/HERO_14_res.html
Hero Tournament,March,2015,2015-03-04,HERO_15,Blackpool,UK,EU,12th edition,,,,2017-08-30,Tournois/HERO_15_res.html
Hero Tournament,March,2016,2016-03-09,HERO_16,Blackpool,UK,EU,13th edition,,,,2017-08-30,Tournois/HERO_16_res.html
Hero Tournament,March,2017,,HERO_17,Blackpool,UK,EU,14th edition,,,,2017-08-30,Tournois/HERO_17_res.html
Intensive Fire,October,2007,2007-10-27,IF_07,Bournemouth,UK,EU,12th edition,DRP,,,2017-08-30,Tournois/IF_07_res.html
Intensive Fire,October,2008,2008-10-25,IF_08,Bournemouth,UK,EU,13th edition,MHD,,,2017-08-30,Tournois/IF_08_res.html
Intensive Fire,October,2009,2009-10-22,IF_09,Bournemouth,UK,EU,15th edition,BER,,,2017-08-30,Tournois/IF_09_res.html
Intensive Fire,October,2010,2010-10-30,IF_10,Bournemouth,UK,EU,16th edition,SDD,,,2017-08-30,Tournois/IF_10_res.html
Intensive Fire,October,2011,2011-10-26,IF_11,Bournemouth,UK,EU,17th edition,MST,,,2017-08-30,Tournois/IF_11_res.html
Intensive Fire,October,2012,2012-10-28,IF_12,Bournemouth,UK,EU,18th edition,BNC,BNG,GGE,2017-08-30,Tournois/IF_12_res.html
Intensive Fire,November,2014,2014-11-09,IF_14,Bournemouth,UK,EU,20th edition,,,,2017-08-30,Tournois/IF_14_res.html
Intensive Fire,November,2015,2015-11-04,IF_15,Bournemouth,UK,EU,21th edition,,,,2017-08-30,Tournois/IF_15_res.html
Intensive Fire,November,2016,2016-11-02,IF_16,Bournemouth,UK,EU,22th edition,,,,2017-08-30,Tournois/IF_16_res.html
ASL ITALIA,September,2006,2006-09-08,ITAL_06,Verona,Italia,EU,1th edition,TEG,PIA,MIC,2017-08-30,Tournois/ITAL_06_res.html
ASL ITALIA,September,2007,2007-09-07,ITAL_07,Verona,Italia,EU,2th edition,SEA,DAU,IAS,2017-08-30,Tournois/ITAL_07_res.html
ASL ITALIA,September,2008,2008-09-05,ITAL_08,Verona,Italia,EU,3th edition,DAU,DHR,ASM,2017-08-30,Tournois/ITAL_08_res.html
ASL ITALIA,September,2009,2009-09-11,ITAL_09,Verona,Italia,EU,4th edition,DAU,PIA,GOM,2017-08-30,Tournois/ITAL_09_res.html
ASL ITALIA,September,2010,2010-09-10,ITAL_10,Verona,Italia,EU,5th edition,GOM,DHR,SS8,2017-08-30,Tournois/ITAL_10_res.html
ASL ITALIA,June,2011,2011-06-03,ITAL_11,Carimate,Italia,EU,6th edition,DAU,OIA,COE,2017-08-30,Tournois/ITAL_11_res.html
ASL ITALIA,June,2012,2012-06-15,ITAL_12,Carimate,Italia,EU,7th edition,TEG,SS8,GOM,2017-08-30,Tournois/ITAL_12_res.html
ASL ITALIA,June,2013,2013-06-14,ITAL_13,Carimate,Italia,EU,8th edition,COE,WAB,DAU,2017-08-30,Tournois/ITAL_13_res.html
ASL ITALIA,June,2014,2014-06-06,ITAL_14,Carimate,Italia,EU,9th edition,GOM,BXP,7SA,2017-08-30,Tournois/ITAL_14_res.html
ASL ITALIA,May,2015,2015-05-08,ITAL_15,San Marino,Italia,EU,10th edition,COA,,,2017-08-30,Tournois/ITAL_15_res.html
Juno Bear,June,2010,2010-10-12,JUNO_10,Sydney,Australia,other,0th edition,MTM,SEP,WED,2017-08-30,Tournois/JUNO_10_res.html
